avg_return_pct,count,median_return_pct,profit_factor,selected_setup,win_rate_pct
19.1288,104,0.0846,16.4251,BROKEN_CHART_QUALITY_RECOVERY,89.4231
0.7913,398,0.0083,1.7506,GROWTH_LEADER_PULLBACK,70.603
