applied_size_caps,archetype,days_held,entry_date,entry_index,entry_label,entry_method,entry_price,entry_strategy,entry_wait_days,event_count,exit_date,exit_index,exit_price,exit_reason,horizon,initial_stop,mae_pct,market_regime,mfe_capture_pct,mfe_pct,partial_exit_pct,position_size_multiplier,realized_return_pct,selected_setup,signal_date,source_decision,target_1,target_1_hit,ticker
HIGH_ATR_CAP,TECHNICAL_NATIVE,141,2020-03-19,704,BUY_FULL,NEXT_OPEN,291.77,quality_dislocation,0,3,2020-10-08,845,490.84,MAX_SIM_WINDOW_EXIT,medium_term,251.3031,-1.3675,BEAR_RISK_OFF,67.1036,84.008,25.0,0.5,56.3724,BROKEN_CHART_QUALITY_RECOVERY,2020-03-18,,352.4704,True,ADBE
HIGH_ATR_CAP,TECHNICAL_NATIVE,47,2020-03-19,704,BUY_FULL,NEXT_OPEN,291.77,quality_dislocation,0,3,2020-05-27,751,367.1433,TRAILING_STOP_EXIT,short_term,252.5787,-1.3675,BEAR_RISK_OFF,78.9699,34.1022,25.0,0.5,26.9305,BROKEN_CHART_QUALITY_RECOVERY,2020-03-18,,379.9504,True,ADBE
,TECHNICAL_NATIVE,9,2022-02-28,1194,BUY_STARTER,NEXT_OPEN,462.4,quality_dislocation,0,1,2022-03-11,1203,420.5275,STOP_LOSS_EXIT,medium_term,420.5275,-10.1579,BEAR_RISK_OFF,-249.0914,3.6354,0.0,0.5,-9.0555,BROKEN_CHART_QUALITY_RECOVERY,2022-02-25,,525.2088,False,ADBE
,TECHNICAL_NATIVE,9,2022-02-28,1194,BUY_STARTER,NEXT_OPEN,462.4,quality_dislocation,0,1,2022-03-11,1203,420.5275,STOP_LOSS_EXIT,short_term,420.5275,-10.1579,BEAR_RISK_OFF,-249.0914,3.6354,0.0,0.5,-9.0555,BROKEN_CHART_QUALITY_RECOVERY,2022-02-25,,556.6131,False,ADBE
,TECHNICAL_NATIVE,47,2022-06-23,1274,BUY_STARTER,NEXT_OPEN,371.71,quality_dislocation,0,3,2022-08-30,1321,371.71,STOP_LOSS_EXIT,medium_term,334.172,-3.8067,BEAR_RISK_OFF,17.72,21.3715,25.0,0.5,3.787,BROKEN_CHART_QUALITY_RECOVERY,2022-06-22,,428.017,True,ADBE
,TECHNICAL_NATIVE,58,2022-06-23,1274,BUY_STARTER,NEXT_OPEN,371.71,quality_dislocation,0,1,2022-09-15,1332,334.62,STOP_LOSS_EXIT,short_term,334.62,-17.9468,BEAR_RISK_OFF,-46.6893,21.3715,0.0,0.5,-9.9782,BROKEN_CHART_QUALITY_RECOVERY,2022-06-22,,455.1625,False,ADBE
,TECHNICAL_NATIVE,44,2022-06-30,1279,BUY_FULL,NEXT_OPEN,362.9,quality_dislocation,0,3,2022-09-01,1323,362.9,STOP_LOSS_EXIT,medium_term,332.93,-1.0554,BEAR_RISK_OFF,12.7351,24.318,25.0,1.0,3.0969,BROKEN_CHART_QUALITY_RECOVERY,2022-06-29,,407.855,True,ADBE
,TECHNICAL_NATIVE,36,2022-06-30,1279,BUY_FULL,NEXT_OPEN,362.9,quality_dislocation,0,3,2022-08-22,1315,423.6552,TRAILING_STOP_EXIT,short_term,334.62,-1.0554,BEAR_RISK_OFF,69.6588,24.318,25.0,1.0,16.9396,BROKEN_CHART_QUALITY_RECOVERY,2022-06-29,,426.53,True,ADBE
,TECHNICAL_NATIVE,141,2022-10-17,1354,BUY_FULL,NEXT_OPEN,297.45,quality_dislocation,0,3,2023-05-10,1495,344.02,MAX_SIM_WINDOW_EXIT,medium_term,275.1814,-6.4616,BEAR_RISK_OFF,41.2016,35.3135,25.0,1.0,14.5497,BROKEN_CHART_QUALITY_RECOVERY,2022-10-14,,330.8529,True,ADBE
,TECHNICAL_NATIVE,36,2022-10-17,1354,BUY_FULL,NEXT_OPEN,297.45,quality_dislocation,0,3,2022-12-07,1390,325.757,TRAILING_STOP_EXIT,short_term,275.1814,-6.4616,BEAR_RISK_OFF,63.0725,17.9929,25.0,1.0,11.3486,BROKEN_CHART_QUALITY_RECOVERY,2022-10-14,,347.5543,True,ADBE
,TECHNICAL_NATIVE,68,2025-04-23,1984,BUY_STARTER,NEXT_OPEN,358.12,quality_dislocation,0,3,2025-07-31,2052,358.12,STOP_LOSS_EXIT,medium_term,328.4285,-1.3599,BEAR_RISK_OFF,17.1746,18.1029,25.0,0.5,3.1091,BROKEN_CHART_QUALITY_RECOVERY,2025-04-22,,402.6572,True,ADBE
,TECHNICAL_NATIVE,27,2025-04-23,1984,BUY_STARTER,NEXT_OPEN,358.12,quality_dislocation,0,3,2025-06-02,2011,404.1417,TRAILING_STOP_EXIT,short_term,330.0957,-1.3599,BEAR_RISK_OFF,77.5565,18.1029,25.0,0.5,14.04,BROKEN_CHART_QUALITY_RECOVERY,2025-04-22,,421.1747,True,ADBE
HIGH_ATR_CAP,TECHNICAL_NATIVE,141,2020-04-02,714,BUY_STARTER,NEXT_OPEN,73.63,quality_dislocation,0,3,2020-10-22,855,92.2,MAX_SIM_WINDOW_EXIT,medium_term,64.1629,-3.3003,BEAR_RISK_OFF,91.6499,25.8998,25.0,0.25,23.7371,BROKEN_CHART_QUALITY_RECOVERY,2020-04-01,,87.8306,True,AEP
HIGH_ATR_CAP,TECHNICAL_NATIVE,60,2020-04-02,714,BUY_STARTER,NEXT_OPEN,73.63,quality_dislocation,0,1,2020-06-29,774,79.57,MAX_SIM_WINDOW_EXIT,short_term,64.4886,-3.3003,BEAR_RISK_OFF,40.5184,19.9104,0.0,0.25,8.0674,BROKEN_CHART_QUALITY_RECOVERY,2020-04-01,,94.1981,False,AEP
,TECHNICAL_NATIVE,141,2018-12-24,394,BUY_STARTER,NEXT_OPEN,37.08,quality_dislocation,0,3,2019-07-18,535,55.6,MAX_SIM_WINDOW_EXIT,medium_term,35.6176,-1.4563,BEAR_RISK_OFF,74.3863,52.3463,25.0,0.5,38.9385,BROKEN_CHART_QUALITY_RECOVERY,2018-12-21,,39.2736,True,AIG
,TECHNICAL_NATIVE,31,2018-12-24,394,BUY_STARTER,NEXT_OPEN,37.08,quality_dislocation,0,3,2019-02-08,425,42.1339,TRAILING_STOP_EXIT,short_term,35.7984,-1.4563,BEAR_RISK_OFF,62.9196,19.3366,25.0,0.5,12.1665,BROKEN_CHART_QUALITY_RECOVERY,2018-12-21,,39.9636,True,AIG
HIGH_ATR_CAP,TECHNICAL_NATIVE,141,2020-03-26,709,BUY_STARTER,NEXT_OPEN,25.81,quality_dislocation,0,1,2020-10-15,850,29.96,MAX_SIM_WINDOW_EXIT,medium_term,15.9952,-22.8981,BEAR_RISK_OFF,30.292,53.0802,0.0,0.25,16.079,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,40.5322,False,AIG
HIGH_ATR_CAP,TECHNICAL_NATIVE,60,2020-03-26,709,BUY_STARTER,NEXT_OPEN,25.81,quality_dislocation,0,1,2020-06-22,769,31.79,MAX_SIM_WINDOW_EXIT,short_term,15.9952,-22.8981,BEAR_RISK_OFF,43.6496,53.0802,0.0,0.25,23.1693,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,47.8933,False,AIG
HIGH_ATR_CAP,TECHNICAL_NATIVE,141,2020-04-09,719,BUY_STARTER,NEXT_OPEN,24.95,quality_dislocation,0,3,2020-10-29,860,31.29,MAX_SIM_WINDOW_EXIT,medium_term,19.6015,-11.2625,BEAR_RISK_OFF,46.4334,58.3567,25.0,0.25,27.097,BROKEN_CHART_QUALITY_RECOVERY,2020-04-08,,32.9728,True,AIG
HIGH_ATR_CAP,TECHNICAL_NATIVE,43,2020-04-09,719,BUY_STARTER,NEXT_OPEN,24.95,quality_dislocation,0,3,2020-06-11,762,35.0028,TRAILING_STOP_EXIT,short_term,19.701,-11.2625,BEAR_RISK_OFF,72.0615,58.3567,25.0,0.25,42.0527,BROKEN_CHART_QUALITY_RECOVERY,2020-04-08,,36.7603,True,AIG
HIGH_ATR_CAP,TECHNICAL_NATIVE,6,2020-04-24,729,BUY_FULL,NEXT_OPEN,23.14,quality_dislocation,0,3,2020-05-04,735,23.14,STOP_LOSS_EXIT,medium_term,21.8079,-0.0864,BEAR_RISK_OFF,11.6985,18.4529,25.0,0.5,2.1587,BROKEN_CHART_QUALITY_RECOVERY,2020-04-23,,25.1381,True,AIG
HIGH_ATR_CAP,TECHNICAL_NATIVE,6,2020-04-24,729,BUY_FULL,NEXT_OPEN,23.14,quality_dislocation,0,3,2020-05-04,735,23.4247,TRAILING_STOP_EXIT,short_term,21.9186,-0.0864,BEAR_RISK_OFF,21.0907,18.4529,25.0,0.5,3.8918,BROKEN_CHART_QUALITY_RECOVERY,2020-04-23,,25.8881,True,AIG
,TECHNICAL_NATIVE,49,2022-06-23,1274,BUY_FULL,NEXT_OPEN,51.2,quality_dislocation,0,3,2022-09-01,1323,51.2,STOP_LOSS_EXIT,medium_term,48.3438,-5.4687,BEAR_RISK_OFF,16.9743,12.3242,25.0,1.0,2.0919,BROKEN_CHART_QUALITY_RECOVERY,2022-06-22,,55.4843,True,AIG
,TECHNICAL_NATIVE,14,2022-06-23,1274,BUY_FULL,NEXT_OPEN,51.2,quality_dislocation,0,1,2022-07-14,1288,48.5892,STOP_LOSS_EXIT,short_term,48.5892,-5.4687,BEAR_RISK_OFF,-118.136,4.3164,0.0,1.0,-5.0992,BROKEN_CHART_QUALITY_RECOVERY,2022-06-22,,57.0743,False,AIG
,TECHNICAL_NATIVE,59,2022-06-30,1279,BUY_STARTER,NEXT_OPEN,50.02,quality_dislocation,0,3,2022-09-23,1338,50.02,STOP_LOSS_EXIT,medium_term,48.3438,-3.2387,BEAR_RISK_OFF,8.3922,14.974,25.0,0.5,1.2566,BROKEN_CHART_QUALITY_RECOVERY,2022-06-29,,52.5343,True,AIG
,TECHNICAL_NATIVE,9,2022-06-30,1279,BUY_STARTER,NEXT_OPEN,50.02,quality_dislocation,0,1,2022-07-14,1288,48.5892,STOP_LOSS_EXIT,short_term,48.5892,-3.2387,BEAR_RISK_OFF,-60.3714,4.7381,0.0,0.5,-2.8605,BROKEN_CHART_QUALITY_RECOVERY,2022-06-29,,53.2393,False,AIG
