avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
18.1196,88,BEAR_RISK_OFF,0.0049,76.9484,57.9545
1.826,64,BULL_RISK_ON,0.0021,36.9139,53.125
