avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
3.8401,76,BEAR_RISK_OFF,0.0616,4.3523,53.9474
1.1653,78,BULL_RISK_ON,-0.0471,12.3866,15.3846
