avg_return_pct,count,entry_strategy,median_return_pct,profit_factor,win_rate_pct
1.1653,78,bull_pullback_entry,-0.0471,12.3866,15.3846
3.8401,76,quality_dislocation,0.0616,4.3523,53.9474
