avg_return_pct,count,exit_reason,median_return_pct,profit_factor,win_rate_pct
37.022,10,MAX_SIM_WINDOW_EXIT,35.5071,,100.0
-12.6045,7,STOP_LOSS_EXIT,-13.3488,0.0,0.0
0.7354,137,TRAILING_STOP_EXIT,-0.0459,15.7967,31.3869
