avg_return_pct,count,median_return_pct,profit_factor,selected_setup,win_rate_pct
3.8401,76,0.0616,4.3523,BROKEN_CHART_QUALITY_RECOVERY,53.9474
1.1653,78,-0.0471,12.3866,GROWTH_LEADER_PULLBACK,15.3846
