avg_return_pct,count,median_return_pct,profit_factor,selected_setup,win_rate_pct
13.9356,110,0.0042,18.765,BROKEN_CHART_QUALITY_RECOVERY,54.5455
2.5142,66,0.002,20.89,GROWTH_LEADER_PULLBACK,51.5152
