avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
16.1062,88,BEAR_RISK_OFF,0.0054,68.5095,57.9545
2.4569,64,BULL_RISK_ON,0.002,49.3229,51.5625
