avg_return_pct,count,median_return_pct,profit_factor,selected_setup,win_rate_pct
0.5641,1550,0.0,1.2144,BREAKOUT_MOMENTUM,33.4194
15.8517,330,5.1341,5.9468,BROKEN_CHART_QUALITY_RECOVERY,60.0
1.2141,3564,0.0,1.4727,DOWNTREND_REBOUND_CANDIDATE,37.4018
1.5388,1436,0.0,1.7593,GROWTH_LEADER_PULLBACK,39.2061
1.6228,91592,0.0,1.6897,None,38.44
11.3211,258,3.3131,5.6926,TRUE_BROKEN_CHART_AVOID,57.3643
