avg_return_pct,count,exit_reason,median_return_pct,profit_factor,win_rate_pct
9.9521,14300,MAX_SIM_WINDOW_EXIT,8.2337,44.3565,84.1538
-3.9948,56251,STOP_LOSS_EXIT,-4.3062,0.0,0.0
-2.0235,2562,TIME_STOP_EXIT,-1.7309,0.0304,12.3731
9.8287,25617,TRAILING_STOP_EXIT,7.581,,100.0
