avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
10.0961,104,BEAR_RISK_OFF,0.271,9.1413,89.4231
0.57,398,BULL_RISK_ON,0.0083,1.5407,70.603
