avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
13.3902,104,BEAR_RISK_OFF,0.0846,11.7976,89.4231
0.6196,398,BULL_RISK_ON,0.0083,1.5928,70.603
