avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
12.9322,110,BEAR_RISK_OFF,0.0042,25.4142,54.5455
2.4454,66,BULL_RISK_ON,0.002,50.5997,51.5152
