avg_return_pct,count,exit_reason,median_return_pct,profit_factor,win_rate_pct
115.5567,12,MAX_SIM_WINDOW_EXIT,73.4327,,83.3333
-5.1322,10,STOP_LOSS_EXIT,-3.8468,0.0,0.0
2.4983,184,TRAILING_STOP_EXIT,0.0022,,53.8043
