avg_return_pct,count,exit_reason,median_return_pct,profit_factor,win_rate_pct
64.1181,68,MAX_SIM_WINDOW_EXIT,53.9094,11129.2055,94.1176
-8.2601,45,STOP_LOSS_EXIT,-7.2058,0.0,0.0
0.7462,395,TRAILING_STOP_EXIT,-0.0956,9.3846,5.0633
