avg_return_pct,count,exit_reason,median_return_pct,profit_factor,win_rate_pct
27.2816,49,MAX_SIM_WINDOW_EXIT,14.7658,1373.4811,79.5918
-1.8479,884,STOP_LOSS_EXIT,0.0062,0.0034,57.3529
4.9332,371,TRAILING_STOP_EXIT,1.7608,,100.0
