avg_return_pct,count,entry_strategy,median_return_pct,profit_factor,win_rate_pct
1.1653,78,bull_pullback_entry,-0.0471,12.3866,15.3846
6.7284,294,quality_dislocation,0.0092,3.8585,50.6803
