avg_return_pct,count,median_return_pct,profit_factor,selected_setup,win_rate_pct
6.7284,294,0.0092,3.8585,BROKEN_CHART_QUALITY_RECOVERY,50.6803
1.1653,78,-0.0471,12.3866,GROWTH_LEADER_PULLBACK,15.3846
