avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
6.7284,294,BEAR_RISK_OFF,0.0092,3.8585,50.6803
1.1653,78,BULL_RISK_ON,-0.0471,12.3866,15.3846
