avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
13.6366,104,BEAR_RISK_OFF,0.7342,11.9963,89.4231
0.347,398,BULL_RISK_ON,0.0087,1.3292,70.603
