avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
14.1349,104,BEAR_RISK_OFF,0.0658,12.3981,89.4231
0.6971,398,BULL_RISK_ON,0.0083,1.667,70.603
