avg_return_pct,count,entry_strategy,median_return_pct,profit_factor,win_rate_pct
0.5893,800,bull_breakout_entry,0.01,1.3165,68.0
0.7886,150,bull_pullback_entry,0.0078,1.6401,66.6667
12.9008,104,quality_dislocation,0.271,11.4029,89.4231
