avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
12.9008,104,BEAR_RISK_OFF,0.271,11.4029,89.4231
0.6177,22782,BULL_RISK_ON,0.0091,1.4692,71.2141
