avg_return_pct,count,entry_strategy,median_return_pct,profit_factor,win_rate_pct
1.5363,180,bull_pullback_entry,-0.097,4.4411,8.3333
12.5177,328,quality_dislocation,-0.0922,14.6559,21.3415
