avg_return_pct,count,median_return_pct,profit_factor,selected_setup,win_rate_pct
12.6088,328,-0.0925,12.4202,BROKEN_CHART_QUALITY_RECOVERY,21.6463
1.1496,180,-0.0975,3.8703,GROWTH_LEADER_PULLBACK,8.3333
