avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
9.0221,340,BEAR_RISK_OFF,-0.024,8.8947,47.9412
0.933,180,BULL_RISK_ON,-0.0585,3.5176,13.8889
