avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
12.9008,104,BEAR_RISK_OFF,0.271,11.4029,89.4231
0.7886,150,BULL_RISK_ON,0.0078,1.6401,66.6667
