avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
12.2098,328,BEAR_RISK_OFF,-0.0925,13.274,21.3415
1.5223,180,BULL_RISK_ON,-0.0972,4.3924,8.8889
