avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
6.5999,204,BEAR_RISK_OFF,0.0432,6.1659,83.3333
0.1538,1788,BULL_RISK_ON,0.0082,1.0987,67.1141
-0.0668,56,LIQUIDITY_RALLY,0.0143,0.9665,71.4286
