avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
12.0603,54,BEAR_RISK_OFF,0.0037,15.4208,55.5556
2.5913,66,BULL_RISK_ON,0.002,53.5592,51.5152
