avg_return_pct,count,exit_reason,median_return_pct,profit_factor,win_rate_pct
78.8165,9,MAX_SIM_WINDOW_EXIT,44.8113,,77.7778
-8.7887,7,STOP_LOSS_EXIT,-9.8036,0.0,0.0
6.0027,160,TRAILING_STOP_EXIT,0.0026,,55.0
