avg_return_pct,count,exit_reason,median_return_pct,profit_factor,win_rate_pct
55.5827,11,MAX_SIM_WINDOW_EXIT,32.6334,,100.0
-2.4485,52,STOP_LOSS_EXIT,0.0283,0.0128,78.8462
20.917,41,TRAILING_STOP_EXIT,14.0843,,100.0
