avg_return_pct,count,entry_strategy,median_return_pct,profit_factor,win_rate_pct
1.6012,180,bull_pullback_entry,-0.0969,4.972,8.3333
12.2361,328,quality_dislocation,-0.0921,14.0649,21.3415
