count,resolved,avg_return_pct,median_return_pct,win_rate_pct,benchmark_win_rate_pct,avg_excess_spy_pct,avg_excess_qqq_pct,avg_max_drawdown_pct,avg_mfe_pct,profit_factor,best_return_pct,worst_return_pct,bucket,score_range
165,165,4.81,4.52,70.9,53.3,1.09,0.24,-6.9,11.96,3.13,33.35,-60.65,12–25 (Weak),12–25
5946,5946,1.77,1.46,58.1,47.8,0.07,-0.26,-6.4,7.92,1.63,72.76,-71.17,25–37 (Below Avg),25–38
19883,19883,1.42,1.3,57.2,48.1,-0.01,-0.42,-5.96,7.21,1.53,68.13,-70.53,37–50 (Below Avg),38–50
31294,31294,1.15,1.02,55.9,48.3,0.04,-0.37,-5.99,6.97,1.42,110.12,-74.71,50–62 (Average),50–62
20896,20896,1.23,1.27,57.3,49.9,0.28,-0.2,-5.92,6.99,1.47,118.5,-64.37,62–75 (Good),62–75
2585,2585,1.8,1.72,59.3,52.0,0.87,0.26,-6.41,8.12,1.65,103.34,-37.38,75–87 (Strong),75–88
