count,resolved,avg_return_pct,median_return_pct,win_rate_pct,benchmark_win_rate_pct,avg_excess_spy_pct,avg_excess_qqq_pct,avg_max_drawdown_pct,profit_factor,best_return_pct,worst_return_pct,archetype,avg_score,best_decision
156,156,110.61,134.63,73.7,76.3,99.45,97.26,-23.31,15.92,301.33,-54.32,HYPER_GROWTH,55.6,WATCHLIST_VALUATION_TOO_RICH
312,312,15.89,17.27,75.3,63.5,4.72,2.54,-13.75,5.09,75.57,-36.88,PROFITABLE_GROWTH,56.1,WATCHLIST_VALUATION_TOO_RICH
