count,resolved,avg_return_pct,median_return_pct,win_rate_pct,benchmark_win_rate_pct,avg_excess_spy_pct,avg_excess_qqq_pct,avg_max_drawdown_pct,profit_factor,best_return_pct,worst_return_pct,archetype,avg_score,best_decision
156,156,19.78,17.39,69.2,67.9,17.11,16.68,-14.24,4.46,94.93,-44.69,HYPER_GROWTH,61.8,BUY_STARTER
312,312,3.39,3.1,59.3,51.9,0.72,0.28,-8.44,2.06,32.99,-22.3,PROFITABLE_GROWTH,58.2,WATCHLIST_NEEDS_CONFIRMATION
