count,resolved,avg_return_pct,median_return_pct,win_rate_pct,benchmark_win_rate_pct,avg_excess_spy_pct,avg_excess_qqq_pct,avg_max_drawdown_pct,profit_factor,best_return_pct,worst_return_pct,ticker,avg_score,best_decision
156,156,19.78,17.39,69.2,67.9,17.11,16.68,-14.24,4.46,94.93,-44.69,NVDA,61.8,BUY_STARTER
156,156,3.6,3.42,58.3,54.5,0.92,0.49,-8.61,2.17,31.0,-21.62,AAPL,59.1,WATCHLIST_NEEDS_CONFIRMATION
156,156,3.19,2.64,60.3,49.4,0.51,0.08,-8.27,1.95,32.99,-22.3,JPM,57.4,WATCHLIST_NEEDS_CONFIRMATION
