archetype,decision,count,avg_return_pct,win_rate_pct,avg_excess_spy_pct
HYPER_GROWTH,WATCHLIST_VALUATION_TOO_RICH,156,110.61,73.7,99.45
PROFITABLE_GROWTH,ACCUMULATE_ON_WEAKNESS,87,14.67,64.4,0.73
PROFITABLE_GROWTH,WATCHLIST_VALUATION_TOO_RICH,225,16.36,79.6,6.27
