avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
12.3425,328,BEAR_RISK_OFF,-0.0915,13.9633,21.3415
1.545,180,BULL_RISK_ON,-0.0965,5.1073,8.3333
