avg_return_pct,count,exit_reason,median_return_pct,profit_factor,win_rate_pct
52.7371,13,MAX_SIM_WINDOW_EXIT,41.7581,146.3522,84.6154
-0.5419,43,STOP_LOSS_EXIT,0.0425,0.0717,93.0233
18.6986,46,TRAILING_STOP_EXIT,14.4404,,100.0
