avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
12.2417,328,BEAR_RISK_OFF,-0.0925,13.3025,21.0366
1.5054,180,BULL_RISK_ON,-0.0972,4.3546,8.8889
