avg_return_pct,count,exit_reason,median_return_pct,profit_factor,win_rate_pct
32.3804,61,MAX_SIM_WINDOW_EXIT,22.4478,692.9609,86.8852
-1.6791,321,STOP_LOSS_EXIT,0.0068,0.0057,62.6168
2.2264,120,TRAILING_STOP_EXIT,0.3327,,100.0
