avg_return_pct,count,entry_strategy,median_return_pct,profit_factor,win_rate_pct
1.551,180,bull_pullback_entry,-0.0974,4.6919,8.8889
12.1218,328,quality_dislocation,-0.0925,12.1959,21.3415
