avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
12.1218,328,BEAR_RISK_OFF,-0.0925,12.1959,21.3415
1.551,180,BULL_RISK_ON,-0.0974,4.6919,8.8889
