avg_return_pct,count,median_return_pct,profit_factor,ticker,win_rate_pct
-0.0906,2,-0.0906,0.0,ABT,0.0
-0.094,2,-0.094,0.0,ADBE,0.0
-0.094,2,-0.094,0.0,AEP,0.0
-3.1618,6,-0.0943,0.0,AIG,0.0
-0.0859,6,-0.0878,0.0,AMD,0.0
-0.0902,6,-0.092,0.0,AMZN,0.0
-0.0926,4,-0.0946,0.0,ANET,0.0
-0.0941,2,-0.0941,0.0,APD,0.0
-0.0914,2,-0.0914,0.0,ASML,0.0
34.2088,4,24.2146,762.04,AVGO,50.0
-0.0929,2,-0.0929,0.0,AZO,0.0
-1.5258,4,-0.096,0.0,BA,0.0
-0.0832,6,-0.0883,0.0,BAC,0.0
-1.5831,2,-1.5831,0.0,BK,0.0
-0.076,4,-0.0774,0.0,BKNG,0.0
-0.083,4,-0.0837,0.0,BKR,0.0
-0.0939,4,-0.095,0.0,BSX,0.0
-0.0925,2,-0.0925,0.0,C,0.0
40.5649,4,39.7788,,CAT,100.0
-0.0673,2,-0.0673,0.0,CB,0.0
-3.4167,6,-0.0959,0.0,CBRE,0.0
-0.063,8,-0.0791,0.0131,CCL,12.5
16.2585,6,9.4625,370.2328,CHTR,50.0
-0.096,2,-0.096,0.0,CL,0.0
-0.0927,2,-0.0927,0.0,CMCSA,0.0
-0.0718,2,-0.0718,0.0,CME,0.0
103.4898,2,103.4898,,CMG,100.0
-0.0718,4,-0.0854,0.0,COF,0.0
31.9555,6,34.0402,1107.3653,COP,66.6667
7.5202,4,0.7158,174.2765,CRWD,50.0
27.3047,4,24.0882,596.8472,CSX,50.0
-0.0902,2,-0.0902,0.0,DD,0.0
-6.0364,6,-0.0926,0.0,DFS,16.6667
-0.0945,2,-0.0945,0.0,DG,0.0
-0.095,2,-0.095,0.0,DHR,0.0
-0.093,2,-0.093,0.0,DIS,0.0
34.2958,4,21.8176,1148.9774,DOW,50.0
16.6895,10,-0.0828,252.6515,DVN,20.0
-0.093,2,-0.093,0.0,EA,0.0
-0.095,2,-0.095,0.0,EL,0.0
19.5788,4,9.0982,561.9971,EMR,50.0
-0.0726,6,-0.0867,0.0,EOG,0.0
15.7067,2,15.7067,,EXC,100.0
-2.0904,4,-1.7305,0.0,F,0.0
35.2309,4,24.225,753.3956,FANG,50.0
72.5967,12,44.7244,214.8289,FCX,58.3333
2.5421,6,-0.0813,44.123,FDX,33.3333
-0.0946,4,-0.0952,0.0,GD,0.0
-2.4863,8,-0.0973,0.0,GE,0.0
12.7194,6,-0.0531,268.0269,GM,33.3333
