avg_return_pct,count,median_return_pct,profit_factor,selected_setup,win_rate_pct
7.4117,118,0.0032,7.4801,BROKEN_CHART_QUALITY_RECOVERY,51.6949
1.5922,66,0.002,33.2943,GROWTH_LEADER_PULLBACK,51.5152
