avg_return_pct,count,exit_reason,median_return_pct,profit_factor,win_rate_pct
31.9198,52,MAX_SIM_WINDOW_EXIT,25.4974,582.4781,84.6154
-1.6845,320,STOP_LOSS_EXIT,0.0068,0.0056,62.5
3.3854,130,TRAILING_STOP_EXIT,0.8115,,100.0
