avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
12.6893,104,BEAR_RISK_OFF,0.271,11.2324,89.4231
0.606,398,BULL_RISK_ON,0.0083,1.5798,70.603
