avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
13.9876,104,BEAR_RISK_OFF,0.0846,12.2792,89.4231
0.6864,398,BULL_RISK_ON,0.0083,1.6567,70.603
