ticker,date,horizon,decision,score,confidence,price,technical_score,fundamental_score,valuation_score,earnings_score,trend,rsi,is_extended,entry_preferred,stop_loss,first_target,forward_return,spy_return,excess_return
AAPL,2025-07-28,short_term,WATCHLIST,57.5,medium,213.40061950683594,65.0,95.0,25.0,60.0,sideways,63.49,False,209.7229,207.63,217.76,6.2452,0.8682,5.377
AAPL,2025-07-28,medium_term,WATCHLIST,63.0,medium,213.40061950683594,65.0,95.0,25.0,60.0,sideways,63.49,False,209.7229,207.63,217.76,25.8142,8.1679,17.6463
AAPL,2025-07-28,long_term,WATCHLIST,63.0,medium,213.40061950683594,65.0,95.0,25.0,60.0,sideways,63.49,False,209.7229,207.63,217.76,,,
AAPL,2025-08-04,short_term,AVOID,48.75,low,202.7330780029297,40.0,95.0,35.0,70.0,downtrend,38.13,False,200.1006,198.1,205.03,13.096,1.4418,11.6542
AAPL,2025-08-04,medium_term,WATCHLIST,62.0,medium,202.7330780029297,40.0,95.0,35.0,70.0,downtrend,38.13,False,200.1006,198.1,205.03,32.9464,7.2789,25.6675
AAPL,2025-08-04,long_term,WATCHLIST,65.25,medium_high,202.7330780029297,40.0,95.0,35.0,70.0,downtrend,38.13,False,200.1006,198.1,205.03,,,
AAPL,2025-08-11,short_term,WATCHLIST,57.5,medium,226.747802734375,65.0,95.0,25.0,70.0,weak_uptrend,70.25,False,215.5742,213.42,232.69,3.1561,2.266,0.8901
AAPL,2025-08-11,medium_term,WATCHLIST,65.5,medium_high,226.747802734375,65.0,95.0,25.0,70.0,weak_uptrend,70.25,False,215.5742,213.42,232.69,21.2769,7.7012,13.5757
AAPL,2025-08-11,long_term,WATCHLIST,64.5,medium,226.747802734375,65.0,95.0,25.0,70.0,weak_uptrend,70.25,False,215.5742,213.42,232.69,,,
AAPL,2025-08-18,short_term,WAIT_FOR_PULLBACK,66.25,medium_high,230.4507598876953,90.0,95.0,25.0,70.0,weak_uptrend,69.74,False,228.8575,226.57,237.72,3.1444,2.596,0.5484
AAPL,2025-08-18,medium_term,WAIT_FOR_PULLBACK,70.5,medium_high,230.4507598876953,90.0,95.0,25.0,70.0,weak_uptrend,69.74,False,228.8575,226.57,237.72,15.9423,2.8929,13.0494
AAPL,2025-08-18,long_term,WATCHLIST,65.75,medium_high,230.4507598876953,90.0,95.0,25.0,70.0,weak_uptrend,69.74,False,228.8575,226.57,237.72,,,
AAPL,2025-08-25,short_term,WAIT_FOR_PULLBACK,66.25,medium_high,226.72784423828125,90.0,95.0,25.0,70.0,weak_uptrend,60.56,False,215.5742,213.42,237.72,12.0048,3.5144,8.4904
AAPL,2025-08-25,medium_term,WAIT_FOR_PULLBACK,70.5,medium_high,226.72784423828125,90.0,95.0,25.0,70.0,weak_uptrend,60.56,False,215.5742,213.42,237.72,22.0455,5.3577,16.6878
AAPL,2025-08-25,long_term,WATCHLIST,65.75,medium_high,226.72784423828125,90.0,95.0,25.0,70.0,weak_uptrend,60.56,False,215.5742,213.42,237.72,,,
AAPL,2025-09-01,short_term,WAIT_FOR_PULLBACK,68.0,medium_high,231.69837951660156,95.0,95.0,25.0,70.0,weak_uptrend,65.96,False,228.8581,226.57,237.72,9.602,3.9437,5.6583
AAPL,2025-09-01,medium_term,WAIT_FOR_PULLBACK,71.5,medium_high,231.69837951660156,95.0,95.0,25.0,70.0,weak_uptrend,65.96,False,228.8581,226.57,237.72,23.4029,6.7393,16.6636
AAPL,2025-09-01,long_term,WATCHLIST,66.0,medium_high,231.69837951660156,95.0,95.0,25.0,70.0,weak_uptrend,65.96,False,228.8581,226.57,237.72,,,
AAPL,2025-09-08,short_term,WAIT_FOR_PULLBACK,68.0,medium_high,237.42745971679688,95.0,95.0,25.0,70.0,weak_uptrend,67.0,False,228.8643,226.58,237.72,7.9073,3.7979,4.1094
AAPL,2025-09-08,medium_term,WAIT_FOR_PULLBACK,71.5,medium_high,237.42745971679688,95.0,95.0,25.0,70.0,weak_uptrend,67.0,False,228.8643,226.58,237.72,16.6339,5.5644,11.0695
AAPL,2025-09-08,long_term,WATCHLIST,66.0,medium_high,237.42745971679688,95.0,95.0,25.0,70.0,weak_uptrend,67.0,False,228.8643,226.58,237.72,,,
