avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
18.2214,104,BEAR_RISK_OFF,0.0846,15.6933,89.4231
0.689,398,BULL_RISK_ON,0.0083,1.6536,70.603
