avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
12.3425,328,BEAR_RISK_OFF,-0.0915,13.9634,21.3415
1.545,180,BULL_RISK_ON,-0.0964,5.1074,8.3333
