avg_return_pct,count,median_return_pct,profit_factor,selected_setup,win_rate_pct
16.6412,328,7.0452,6.723,BROKEN_CHART_QUALITY_RECOVERY,62.1951
1.1733,180,0.0,1.5267,GROWTH_LEADER_PULLBACK,38.8889
