count,resolved,avg_return_pct,median_return_pct,win_rate_pct,benchmark_win_rate_pct,avg_excess_spy_pct,avg_excess_qqq_pct,avg_max_drawdown_pct,profit_factor,best_return_pct,worst_return_pct,regime
228,228,16.44,12.29,77.2,61.0,10.29,8.45,-9.75,6.09,120.19,-50.08,LIQUIDITY_RALLY
1154,1154,11.37,8.73,66.1,56.2,4.7,2.56,-13.4,3.28,169.23,-57.53,BEAR_RISK_OFF
1422,1422,8.84,7.87,67.2,57.9,4.76,2.97,-12.99,2.93,150.95,-60.77,SIDEWAYS_CHOPPY
97,97,8.53,4.96,67.0,56.7,7.77,3.38,-11.36,2.67,65.36,-51.97,BULL_NARROW_LEADERSHIP
4704,4704,6.01,4.4,60.9,53.7,3.27,2.48,-12.13,2.23,156.98,-63.94,BULL_RISK_ON
