count,resolved,avg_return_pct,median_return_pct,win_rate_pct,benchmark_win_rate_pct,avg_excess_spy_pct,avg_excess_qqq_pct,avg_max_drawdown_pct,profit_factor,best_return_pct,worst_return_pct,ticker,avg_score,best_decision
365,365,4.69,5.73,64.1,22.5,-10.56,-16.6,-15.39,1.97,61.49,-35.39,MDT,47.1,WATCHLIST_VALUATION_TOO_RICH
365,365,4.62,4.33,54.8,34.2,-10.63,-16.67,-22.06,1.49,120.07,-49.24,DIS,46.3,WATCHLIST_VALUATION_TOO_RICH
365,365,4.2,1.97,52.9,38.9,-11.06,-17.09,-23.5,1.44,120.26,-44.93,NKE,46.8,WATCHLIST_VALUATION_TOO_RICH
365,365,4.12,1.16,51.8,32.1,-11.14,-17.17,-24.81,1.41,81.52,-55.7,DLTR,55.9,ACCUMULATE_ON_WEAKNESS
365,365,4.06,0.36,50.1,26.3,-11.19,-17.23,-18.6,1.52,67.95,-45.06,CMCSA,52.9,WATCHLIST_VALUATION_TOO_RICH
365,365,3.93,-9.61,44.4,36.7,-11.33,-17.36,-29.74,1.24,134.56,-68.05,SLB,45.5,WATCHLIST_VALUATION_TOO_RICH
365,365,3.69,5.24,57.5,35.3,-11.57,-17.6,-16.8,1.53,49.13,-36.24,BMY,56.6,ACCUMULATE_ON_WEAKNESS
365,365,3.59,4.55,64.7,24.1,-11.67,-17.7,-12.33,1.78,52.15,-27.8,VZ,57.2,ACCUMULATE_ON_WEAKNESS
365,365,3.22,7.35,64.1,36.2,-12.03,-18.07,-16.36,1.54,62.5,-40.95,D,52.9,WATCHLIST_VALUATION_TOO_RICH
365,365,3.05,-2.26,46.6,24.4,-12.2,-18.24,-25.17,1.33,170.12,-56.37,DD,50.2,WATCHLIST_VALUATION_TOO_RICH
365,365,1.01,-2.16,44.9,26.6,-14.24,-20.28,-18.16,1.12,63.88,-46.57,PFE,52.7,WATCHLIST_VALUATION_TOO_RICH
249,249,0.74,1.52,54.2,24.1,-15.96,-18.44,-20.78,1.06,141.85,-56.51,DOW,42.7,WATCHLIST_VALUATION_TOO_RICH
365,365,0.13,-3.09,46.6,40.8,-15.12,-21.16,-29.53,1.01,96.03,-60.76,EL,46.6,WATCHLIST_VALUATION_TOO_RICH
365,365,-1.16,-1.08,47.4,34.5,-16.41,-22.45,-30.77,0.92,128.41,-65.85,BA,61.5,ACCUMULATE_ON_WEAKNESS
365,365,-1.63,-1.14,47.7,28.8,-16.89,-22.92,-25.09,0.88,99.1,-59.57,INTC,41.8,WATCHLIST_VALUATION_TOO_RICH
365,365,-3.17,-2.44,44.7,23.3,-18.43,-24.46,-22.2,0.71,96.29,-56.02,KHC,58.6,ACCUMULATE_ON_WEAKNESS
365,365,-7.48,-13.46,33.7,26.3,-22.73,-28.77,-25.78,0.51,67.04,-52.69,BIIB,61.0,ACCUMULATE_ON_WEAKNESS
