avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
9.1466,104,BEAR_RISK_OFF,0.0043,17.3257,54.8077
0.7703,150,BULL_RISK_ON,0.0,5.2265,49.3333
