avg_return_pct,count,market_regime,median_return_pct,profit_factor,win_rate_pct
14.53,104,BEAR_RISK_OFF,0.0793,12.7166,89.4231
0.7025,398,BULL_RISK_ON,0.0083,1.6721,70.603
