avg_return_pct,count,entry_strategy,median_return_pct,profit_factor,win_rate_pct
1.3432,108,bull_pullback_entry,-0.0507,5.1416,17.5926
9.5191,326,quality_dislocation,-0.0158,9.8058,49.0798
