avg_return_pct,count,median_return_pct,profit_factor,selected_setup,win_rate_pct
9.5191,326,-0.0158,9.8058,BROKEN_CHART_QUALITY_RECOVERY,49.0798
1.3432,108,-0.0507,5.1416,GROWTH_LEADER_PULLBACK,17.5926
