avg_return_pct,count,entry_strategy,median_return_pct,profit_factor,win_rate_pct
0.1538,1788,bull_breakout_entry,0.0082,1.0987,67.1141
12.9008,104,quality_dislocation,0.271,11.4029,89.4231
