avg_return_pct,count,exit_reason,median_return_pct,profit_factor,win_rate_pct
27.8703,71,MAX_SIM_WINDOW_EXIT,18.4225,2032.6114,94.3662
-2.2497,1291,STOP_LOSS_EXIT,0.0054,0.0026,53.9117
4.7966,530,TRAILING_STOP_EXIT,1.9908,,100.0
