avg_return_pct,count,median_return_pct,profit_factor,ticker,win_rate_pct
8.9765,12,3.6847,6.9476,ADBE,83.3333
17.607,2,17.607,,AEP,100.0
14.022,12,6.6644,33.9982,AIG,91.6667
3.8635,2,3.8635,,AMGN,100.0
3.571,4,2.3388,,AMT,100.0
5.8124,10,-7.2417,2.1129,ANET,40.0
5.2252,8,5.2614,4.626,AVB,75.0
26.0886,2,26.0886,,AZO,100.0
9.7814,10,4.1536,6.9003,BKR,80.0
19.6584,4,19.5297,,BSX,100.0
12.2614,8,5.7329,22.3738,C,87.5
25.9072,6,12.3264,11.7289,CAT,66.6667
3.8053,4,3.342,,CB,100.0
7.2591,2,7.2591,,CCI,100.0
19.7329,16,12.7972,,CCL,100.0
4.8609,2,4.8609,,CDNS,100.0
1.9744,12,-0.9008,1.7136,CMCSA,50.0
3.4532,4,3.9082,3.477,CME,75.0
-2.4318,6,-1.9556,0.2821,CMG,50.0
4.1264,10,2.1917,6.2568,COF,90.0
9.7451,8,6.8566,9.4169,COP,75.0
3.8987,4,0.0877,3.6442,COST,50.0
5.9928,2,5.9928,,CRWD,100.0
16.5439,4,16.1464,,CVX,100.0
-2.0814,2,-2.0814,0.4141,D,50.0
15.8627,16,5.6425,10.5512,DD,68.75
6.3025,6,3.397,3.5997,DE,66.6667
21.9194,10,10.5095,36.785,DHR,90.0
4.3215,2,4.3215,,DLR,100.0
15.6679,8,9.4355,5.3475,DOW,75.0
13.6523,4,13.208,,DUK,100.0
5.5926,4,6.2903,6.3644,DVN,75.0
8.7057,8,6.0913,5.7756,EA,75.0
11.3011,10,2.7125,14.2224,EL,80.0
18.4239,8,13.0849,,EMR,100.0
6.023,4,6.1205,,EOG,100.0
8.7729,10,3.1107,10.3788,EQIX,80.0
6.3226,8,2.3613,,ETN,100.0
10.6253,4,10.6577,,EXC,100.0
1.6833,12,0.9248,1.8464,FANG,58.3333
-2.8378,4,-5.105,0.5153,FCX,50.0
7.1413,18,6.1376,7.3433,FDX,72.2222
-0.0581,4,0.796,0.9302,FTNT,75.0
11.9688,8,15.9299,10.9025,GD,75.0
8.9761,12,1.5951,2.591,GE,58.3333
2.7549,4,1.4535,,GILD,100.0
9.3605,14,0.8836,5.2583,GOOG,64.2857
7.0236,14,1.6847,6.7945,GS,71.4286
5.7272,10,-1.1682,3.1315,HAL,50.0
15.4398,6,9.7197,12.6984,HCA,66.6667
11.0089,14,13.3513,13.4876,HLT,85.7143
15.5014,6,15.5412,,HON,100.0
12.4985,8,12.054,,ICE,100.0
2.1,4,-0.6345,2.8548,KHC,50.0
-0.492,4,-1.928,0.8417,KLAC,50.0
14.7714,2,14.7714,,KO,100.0
20.7614,4,24.8328,,LIN,100.0
6.4733,2,6.4733,,LLY,100.0
1.6453,6,-4.3553,1.2475,LMT,33.3333
5.0765,4,4.2572,6.6411,LOW,75.0
4.5791,6,4.0562,3.1623,MA,66.6667
12.5733,12,12.3484,,MAR,100.0
17.5434,2,17.5434,,MDLZ,100.0
-0.0578,6,1.6297,0.9635,MDT,66.6667
13.4196,4,9.6542,,MET,100.0
18.2074,8,10.5231,,META,100.0
-5.1314,6,-5.901,0.0,MLM,0.0
10.7117,6,1.3386,6.1699,MPC,66.6667
2.1428,2,2.1428,,MRK,100.0
8.6296,6,5.4859,,MRNA,100.0
40.9248,12,4.4727,17.1775,MU,66.6667
8.5253,4,1.9901,3.2235,NEE,50.0
8.1707,12,6.1813,4.2675,NKE,58.3333
11.9999,4,8.2343,8.2083,NOC,75.0
23.7316,8,22.9362,,NUE,100.0
8.6248,6,8.1314,,O,100.0
39.437,2,39.437,,ORLY,100.0
0.2043,4,-0.8109,1.0874,OXY,50.0
1.451,2,1.451,,PANW,100.0
21.6976,6,19.4431,,PEG,100.0
4.0354,6,3.9144,3.7266,PFE,66.6667
20.4525,8,15.3993,,PH,100.0
31.2045,8,5.1917,,PINS,100.0
11.0318,4,10.1787,,PM,100.0
9.4067,16,7.0384,11.1749,PNC,81.25
14.5875,6,17.2613,14.6272,PRU,83.3333
6.3922,4,7.0027,,PSA,100.0
5.3229,10,8.2628,2.8832,PSX,60.0
14.8214,6,1.7475,10.0632,QCOM,66.6667
49.6622,2,49.6622,,RDDT,100.0
1.6067,4,-2.1803,1.3718,REGN,50.0
11.0883,14,2.646,8.5192,ROK,78.5714
10.5044,16,2.2117,4.7308,ROKU,62.5
18.7911,4,11.8758,,ROST,100.0
15.6996,4,15.518,,RSG,100.0
8.2604,4,9.9308,18.2109,RTX,75.0
2.1996,8,-4.1749,1.6941,SBUX,37.5
14.2392,10,12.693,,SCHW,100.0
-1.8115,8,-3.6966,0.4438,SHW,25.0
1.2034,4,-0.806,1.1466,SO,50.0
2.0505,12,1.8171,1.8091,SPG,66.6667
22.406,12,15.9897,16.7298,STLD,66.6667
3.0666,6,4.4877,2.4057,T,66.6667
13.4574,8,13.0513,,TJX,100.0
-3.1009,4,-4.0183,0.3524,TMO,50.0
20.244,2,20.244,,TMUS,100.0
22.1701,4,23.2646,,TRV,100.0
1.6627,2,1.6627,,TSLA,100.0
3.1355,6,3.8148,2.2492,V,66.6667
44.7409,4,44.8453,,VICI,100.0
25.3224,4,22.8673,,VLO,100.0
14.5403,6,12.4743,8.7918,VMC,66.6667
17.2151,2,17.2151,,WM,100.0
3.4335,4,3.3988,,WMT,100.0
9.368,2,9.368,,XEL,100.0
7.7373,4,7.5907,,XOM,100.0
-4.122,2,-4.122,0.0,YUM,0.0
